stage;year;date;distance;origin;destination;type;winner;winner_country;origin_country;origin_lat;origin_lon;destination_country;destination_lat;destination_lon
15;2009;19/07/2009;207.5;Pontarlier;Verbier;Mountain Stage;Alberto Contador;ESP;France;46.9041039;6.354242;Switzerland;46.0960814;7.2285512
16;2009;21/07/2009;159;Martigny;Bourg-Saint-Maurice;Mountain Stage;Sandy Casar;FRA;Switzerland;46.1049798;7.0755334;France;45.618598;6.769548
17;2009;22/07/2009;169.5;Bourg-Saint-Maurice;Le Grand-Bornand;Mountain Stage;Fränk Schleck;LUX;France;45.618598;6.769548;France;45.9421235;6.4272176
18;2009;23/07/2009;40.5;Annecy;Annecy;Individual time trial;Alberto Contador;ESP;France;45.899247;6.129384;France;45.899247;6.129384
19;2009;24/07/2009;178;Bourgoin-Jallieu;Aubenas;Flat stage;Mark Cavendish;GBR;France;45.597108;5.27212;France;44.620909;4.389863
20;2009;25/07/2009;167;Montélimar;Mont Ventoux;Mountain stage;Juan Manuel Gárate;ESP;France;44.556944;4.749496;France;44.1740851;5.2786797
21;2009;26/07/2009;164;Montereau-Fault-Yonne;Paris;Flat stage;Mark Cavendish;GBR;France;48.3848415;2.9542353;France;48.8575475;2.3513765
1;2008;5/07/2008;197.5;Brest;Plumelec;Flat stage;Alejandro Valverde;ESP;France;48.3899275;-4.4855959;France;47.837699;-2.639409
2;2008;6/07/2008;164.5;Auray;Saint-Brieuc;Flat stage;Thor Hushovd;NOR;France;47.6702982;-2.9904557;France;48.5124561;-2.7678727
3;2008;7/07/2008;208;Saint-Malo;Nantes;Flat stage;Samuel Dumoulin;FRA;France;48.649221;-2.0184218;France;47.218371;-1.553621
4;2008;8/07/2008;29.5;Cholet;Cholet;Individual time trial;Kim Kirchen;LUX;France;47.0597412;-0.8801126;France;47.0597412;-0.8801126
5;2008;9/07/2008;232;Cholet;Châteauroux;Flat stage;Mark Cavendish;GBR;France;47.0597412;-0.8801126;France;46.811434;1.686779
6;2008;10/07/2008;195.5;Aigurande;Super-Besse Sancy;Transition stage;Alejandro Valverde;ESP;France;46.434011;1.828597;France;45.5080219;2.8615179
7;2008;11/07/2008;159;Brioude;Aurillac;Transition stage;Luis León Sánchez;ESP;France;45.295564;3.386482;France;44.9332083;2.4482505
8;2008;12/07/2008;172.5;Figeac;Toulouse;Flat stage;Mark Cavendish;GBR;France;44.6085226;2.0314036;France;43.6048462;1.442848
9;2008;13/07/2008;224;Toulouse;Bagnères-de-Bigorre;Mountain stage;Vladimir Efimkin;RUS;France;43.6048462;1.442848;France;43.065093;0.1491049
10;2008;14/07/2008;156;Pau;Hautacam;Mountain stage;Juan José Cobo;ESP;France;43.2951;-0.370797;France;42.9716886;-0.0072733
11;2008;16/07/2008;167.5;Lannemezan;Foix;Transition stage;Kurt Asle Arvesen;NOR;France;43.125519;0.38396;France;42.964127;1.605232
12;2008;17/07/2008;168.5;Lavelanet;Narbonne;Flat stage;Mark Cavendish;GBR;France;42.937653;1.851472;France;43.184277;3.003078
13;2008;18/07/2008;182;Narbonne;Nîmes;Flat stage;Mark Cavendish;GBR;France;43.184277;3.003078;France;43.8338727;4.3599997
14;2008;19/07/2008;194.5;Nîmes;Digne-les-Bains;Flat stage;Óscar Freire;ESP;France;43.8338727;4.3599997;France;44.09108;6.2315062
15;2008;20/07/2008;183;Embrun;Prato Nevoso;Mountain stage;Simon Gerrans;AUS;France;44.5656215;6.4971858;Italy;44.2546181;7.7846517
16;2008;22/07/2008;157;Cuneo;Jausiers;Mountain stage;Cyril Dessel;FRA;Italy;44.3844766;7.5426711;France;44.419576;6.733329
17;2008;23/07/2008;210.5;Embrun;Alpe d'Huez;Mountain stage;Carlos Sastre;ESP;France;44.5656215;6.4971858;France;45.0892442;6.0694673
18;2008;24/07/2008;196.5;Le Bourg-d'Oisans;Saint-Étienne;Transition stage;Marcus Burghardt;GER;France;45.0524579;6.0295106;France;45.439695;4.3871779
19;2008;25/07/2008;165.5;Roanne;Montluçon;Flat stage;Sylvain Chavanel;FRA;France;46.0419243;4.0731071;France;46.3415466;2.6019912
20;2008;26/07/2008;53;Cérilly;Saint-Amand-Montrond;Individual time trial;Fabian Cancellara;SUI;France;46.6176;2.822083;France;46.7250528;2.5065288
21;2008;27/07/2008;143;Étampes;Paris;Flat stage;Gert Steegmans;BEL;France;48.434416;2.16142;France;48.8575475;2.3513765
P;2007;7/07/2007;7.9;London;London;Individual time trial;Fabian Cancellara;SUI;United Kingdom;51.5072178;-0.1275862;United Kingdom;51.5072178;-0.1275862
1;2007;8/07/2007;203;London;Canterbury;Plain stage;Robbie McEwen;AUS;United Kingdom;51.5072178;-0.1275862;United Kingdom;51.280233;1.0789089
2;2007;9/07/2007;168.5;Dunkirk;Ghent;Plain stage;Gert Steegmans;BEL;France;51.0343684;2.3767763;Belgium;51.0499922;3.7303853
3;2007;10/07/2007;236.5;Waregem - Compiègne;Waregem - Compiègne;Plain stage;Fabian Cancellara;SUI;Belgium;50.8885099;3.4327568;Belgium;50.8885099;3.4327568
4;2007;11/07/2007;193;Villers-Cotterêts;Joigny;Plain stage;Thor Hushovd;NOR;France;49.2537535;3.0905642;France;47.981432;3.398961
5;2007;12/07/2007;182.5;Chablis;Autun;Intermediate stage;Filippo Pozzato;ITA;France;47.8154227;3.7976032;France;46.9497545;4.2994059
6;2007;13/07/2007;199.5;Semur-en-Auxois;Bourg-en-Bresse;Plain stage;Tom Boonen;BEL;France;47.490238;4.33234;France;46.2051675;5.2255007
7;2007;14/07/2007;197.5;Bourg-en-Bresse;Le Grand-Bornand;Mountain stage;Linus Gerdemann;GER;France;46.2051675;5.2255007;France;45.9421235;6.4272176
8;2007;15/07/2007;165;Le Grand-Bornand;Tignes;Mountain stage;Michael Rasmussen;DEN;France;45.9421235;6.4272176;France;45.470698;6.9081303
9;2007;17/07/2007;159.5;Val d'Isère;Briançon;Mountain stage;Mauricio Soler;COL;France;45.4490691;6.9797273;France;44.899416;6.643179
10;2007;18/07/2007;229.5;Tallard;Marseille;Plain stage;Cédric Vasseur;FRA;France;44.4618317;6.0551603;France;43.3025742;5.3690743
11;2007;19/07/2007;182.5;Marseille;Montpellier;Plain stage;Robert Hunter;RSA;France;43.3025742;5.3690743;France;43.6108535;3.8761323
12;2007;20/07/2007;178.5;Montpellier;Castres;Intermediate stage;Tom Boonen;BEL;France;43.6108535;3.8761323;France;43.6075999;2.2419407
13;2007;21/07/2007;54;Albi;Albi;Individual time trial;Cadel Evans[n 1];AUS;France;43.9248689;2.1486789;France;43.9248689;2.1486789
14;2007;22/07/2007;197;Mazamet;Plateau de Beille;Mountain stage;Alberto Contador;ESP;France;43.490103;2.376579;France;42.709683;1.702387
15;2007;23/07/2007;196;Foix;Loudenvielle;Mountain stage;Kim Kirchen[n 1];LUX;France;42.964127;1.605232;France;42.795702;0.412744
16;2007;25/07/2007;218.5;Orthez;Gourette–Col d'Aubisque;Mountain stage;Michael Rasmussen;DEN;France;43.48756;-0.7739279;France;42.9602714;-0.331431
17;2007;26/07/2007;188.5;Pau;Castelsarrasin;Intermediate stage;Daniele Bennati;ITA;France;43.2951;-0.370797;France;44.039889;1.107132
18;2007;27/07/2007;211;Cahors;Angoulême;Plain stage;Sandy Casar;FRA;France;44.4475229;1.441989;France;45.6488766;0.1567288
19;2007;28/07/2007;55.5;Cognac;Angoulême;Individual time trial;Levi Leipheimer;USA;France;45.6902857;-0.3290863;France;45.6488766;0.1567288
20;2007;29/07/2007;146;Marcoussis;Paris;Plain stage;Daniele Bennati;ITA;France;48.642446;2.2298809;France;48.8575475;2.3513765
P;2006;1/07/2006;7.1;Strasbourg;Strasbourg;Individual time trial;Thor Hushovd;NOR;France;48.5734053;7.7521113;France;48.5734053;7.7521113
1;2006;2/07/2006;184.5;Strasbourg;Strasbourg;Flat stage;Jimmy Casper;FRA;France;48.5734053;7.7521113;France;48.5734053;7.7521113
2;2006;3/07/2006;228.5;Obernai;Esch-sur-Alzette;Flat stage;Robbie McEwen;AUS;France;48.46226;7.48168;Luxembourg;49.502401;5.9721782
3;2006;4/07/2006;216.5;Esch-sur-Alzette;Valkenburg;Hilly stage;Matthias Kessler;GER;Luxembourg;49.502401;5.9721782;Netherlands;50.8652306;5.8320514
4;2006;5/07/2006;207;Huy;Saint-Quentin;Flat stage;Robbie McEwen;AUS;Belgium;50.5167024;5.2403015;France;49.847066;3.2874
5;2006;6/07/2006;225;Beauvais;Caen;Flat stage;Óscar Freire;ESP;France;49.4295387;2.0807123;France;49.1820662;-0.3708324
6;2006;7/07/2006;189;Lisieux;Vitré;Flat stage;Robbie McEwen;AUS;France;49.1465057;0.2294909;France;48.1199023;-1.2054524
7;2006;8/07/2006;52;Saint Grégoire;Rennes;Individual time trial;Serhiy Honchar;UKR;France;48.153561;-1.683146;France;48.117266;-1.6777926
8;2006;9/07/2006;181;Saint-Méen-le-Grand;Lorient;Flat stage;Sylvain Calzati;FRA;France;48.1886315;-2.1908873;France;47.7482524;-3.3702449
9;2006;11/07/2006;169.5;Bordeaux;Dax;Flat stage;Óscar Freire;ESP;France;44.8416106;-0.5810938;France;43.708608;-1.051945
10;2006;12/07/2006;190.5;Cambo-les-Bains;Pau;Mountain stage;Juan Miguel Mercado;ESP;France;43.3605565;-1.3999053;France;43.2951;-0.370797
11;2006;13/07/2006;206.5;Tarbes;Val d'Aran/Pla-de-Beret;Mountain stage;Denis Menchov;RUS;France;43.232951;0.078082;Spain;42.7197701;0.9594845
12;2006;14/07/2006;211.5;Luchon;Carcassonne;Hilly stage;Yaroslav Popovych;UKR;France;42.7902866;0.5915425;France;43.2163338;2.3538776
13;2006;15/07/2006;230;Béziers;Montélimar;Flat stage;Jens Voigt;GER;France;43.344233;3.215795;France;44.556944;4.749496
14;2006;16/07/2006;180.5;Montélimar;Gap;Hilly stage;Pierrick Fédrigo;FRA;France;44.556944;4.749496;France;44.559638;6.079758
15;2006;18/07/2006;187;Gap;Alpe d'Huez;Mountain stage;Fränk Schleck;LUX;France;44.559638;6.079758;France;45.0892442;6.0694673
16;2006;19/07/2006;182;Le Bourg-d'Oisans;La Toussuire;Mountain stage;Michael Rasmussen;DEN;France;45.0524579;6.0295106;France;45.2496414;6.2825056
17;2006;20/07/2006;200.5;Saint-Jean-de-Maurienne;Morzine;Mountain stage;Carlos Sastre;ESP;France;45.2745994;6.3476594;France;46.179192;6.708877
18;2006;21/07/2006;197;Morzine;Mâcon;Flat stage;Matteo Tosatto;ITA;France;46.179192;6.708877;France;46.3079587;4.8293535
19;2006;22/07/2006;57;Le Creusot;Montceau-les-Mines;Individual time trial;Serhiy Honchar;UKR;France;46.805351;4.4278;France;46.67413;4.362979
20;2006;23/07/2006;154.5;Antony/Parc de Sceaux;Paris;Flat stage;Thor Hushovd;NOR;France;48.767526;2.29655;France;48.8575475;2.3513765
1;2005;2/07/2005;19;Fromentine;Noirmoutier-en-l'Île;Individual time trial;David Zabriskie;USA;France;46.889175;-2.140027;France;47.0012527;-2.2472474
2;2005;3/07/2005;181.5;Challans;Les Essarts;Plain stage;Tom Boonen;BEL;France;46.8450184;-1.8801062;France;46.7731304;-1.226922
3;2005;4/07/2005;212.5;La Châtaigneraie;Tours;Plain stage;Tom Boonen;BEL;France;46.6500319;-0.7405604;France;47.3897679;0.6891732
4;2005;5/07/2005;67.5;Tours;Blois;Team time trial;Discovery Channel;NA;France;47.3897679;0.6891732;France;47.5866694;1.3351561
5;2005;6/07/2005;183;Chambord;Montargis;Plain stage;Robbie McEwen;AUS;France;47.6131554;1.5174583;France;47.9990631;2.7291871
6;2005;7/07/2005;199;Troyes;Nancy;Plain stage;Lorenzo Bernucci;ITA;France;48.2975056;4.0746921;France;48.692054;6.184417
7;2005;8/07/2005;228.5;Lunéville;Karlsruhe;Plain stage;Robbie McEwen;AUS;France;48.592237;6.492339;Germany;49.0068901;8.4036527
8;2005;9/07/2005;231.5;Pforzheim;Gérardmer;Hilly stage;Pieter Weening;NED;Germany;48.8921862;8.6946286;France;48.070081;6.877292
9;2005;10/07/2005;171;Gérardmer;Mulhouse;Hilly stage;Michael Rasmussen;DEN;France;48.070081;6.877292;France;47.750839;7.335888
10;2005;12/07/2005;177;Grenoble;Courchevel;Mountain stage;Alejandro Valverde;ESP;France;45.188529;5.724524;France;45.4328831;6.6213973
11;2005;13/07/2005;173;Courchevel;Briançon;Mountain stage;Alexander Vinokourov;KAZ;France;45.4328831;6.6213973;France;44.899416;6.643179
12;2005;14/07/2005;187;Briançon;Digne-les-Bains;Hilly stage;David Moncoutié;FRA;France;44.899416;6.643179;France;44.09108;6.2315062
13;2005;15/07/2005;173.5;Miramas;Montpellier;Plain stage;Robbie McEwen;AUS;France;43.588896;5.002136;France;43.6108535;3.8761323
14;2005;16/07/2005;220.5;Agde;Ax 3 Domaines;Mountain stage;Georg Totschnig;AUT;France;43.3088031;3.4768109;France;42.7203191;1.8396196
15;2005;17/07/2005;205.5;Lézat-sur-Lèze;Saint-Lary-Soulan;Mountain stage;George Hincapie;USA;France;43.276267;1.346575;France;42.8158286;0.320509
16;2005;19/07/2005;180.5;Mourenx;Pau;Mountain stage;Óscar Pereiro;ESP;France;43.368262;-0.620552;France;43.2951;-0.370797
17;2005;20/07/2005;239.5;Pau;Revel;Plain stage;Paolo Savoldelli;ITA;France;43.2951;-0.370797;France;43.458611;2.004573
18;2005;21/07/2005;189;Albi;Mende;Hilly stage;Marcos Antonio Serrano;ESP;France;43.9248689;2.1486789;France;44.5179297;3.5014879
19;2005;22/07/2005;153.5;Issoire;Le Puy-en-Velay;Hilly stage;Giuseppe Guerini;ITA;France;45.54151;3.248128;France;45.042768;3.882936
20;2005;23/07/2005;55.5;Saint-Étienne;Saint-Étienne;Individual time trial;Lance Armstrong[n 1];USA;France;45.439695;4.3871779;France;45.439695;4.3871779
21;2005;24/07/2005;144.5;Corbeil-Essonnes;Paris;Plain stage;Alexander Vinokourov;KAZ;France;48.6102599;2.474805;France;48.8575475;2.3513765
P;2004;3/07/2004;6.1;Liège;Liège;Individual time trial;Fabian Cancellara;SUI;Belgium;50.6402286;5.5689372;Belgium;50.6402286;5.5689372
1;2004;4/07/2004;202.5;Liège;Charleroi;Plain stage;Jaan Kirsipuu;EST;Belgium;50.6402286;5.5689372;Belgium;50.408128;4.4476076
2;2004;5/07/2004;197;Charleroi;Namur;Plain stage;Robbie McEwen;AUS;Belgium;50.408128;4.4476076;Belgium;50.4649334;4.8649731
3;2004;6/07/2004;210;Waterloo;Wasquehal;Plain stage;Jean-Patrick Nazon;FRA;Belgium;50.7007212;4.4021483;France;50.669276;3.130782
4;2004;7/07/2004;64.5;Cambrai;Arras;Team time trial;U.S. Postal Service;USA;France;50.173538;3.236633;France;50.291002;2.777535
5;2004;8/07/2004;200.5;Amiens;Chartres;Plain stage;Stuart O'Grady;AUS;France;49.894067;2.295753;France;48.443854;1.489012
6;2004;9/07/2004;196;Bonneval;Angers;Plain stage;Tom Boonen;BEL;France;48.181453;1.385289;France;47.4711616;-0.5518257
7;2004;10/07/2004;204.5;Châteaubriant;Saint-Brieuc;Plain stage;Filippo Pozzato;ITA;France;47.7205614;-1.3761658;France;48.5124561;-2.7678727
8;2004;11/07/2004;168;Lamballe;Quimper;Plain stage;Thor Hushovd;NOR;France;48.468637;-2.517322;France;47.9976492;-4.0973449
9;2004;13/07/2004;160.5;Saint-Léonard-de-Noblat;Guéret;Plain stage;Robbie McEwen;AUS;France;45.8388003;1.4918301;France;46.169599;1.871452
10;2004;14/07/2004;237;Limoges;Saint-Flour;Hilly stage;Richard Virenque;FRA;France;45.833619;1.261105;France;45.0338701;3.0932093
11;2004;15/07/2004;164;Saint-Flour;Figeac;Hilly stage;David Moncoutié;FRA;France;45.0338701;3.0932093;France;44.6085226;2.0314036
12;2004;16/07/2004;197.5;Castelsarrasin;La Mongie;Mountain stage;Ivan Basso;ITA;France;44.039889;1.107132;France;42.9090264;0.167349
13;2004;17/07/2004;205.5;Lannemezan;Plateau de Beille;Mountain stage;Lance Armstrong[n 1];USA;France;43.125519;0.38396;France;42.709683;1.702387
14;2004;18/07/2004;192.5;Carcassonne;Nîmes;Plain stage;Aitor González;ESP;France;43.2163338;2.3538776;France;43.8338727;4.3599997
15;2004;20/07/2004;180.5;Valréas;Villard-de-Lans;Mountain stage;Lance Armstrong[n 1];USA;France;44.383724;4.989187;France;45.070641;5.55227
16;2004;21/07/2004;15.5;Le Bourg-d'Oisans;Alpe d'Huez;Individual time trial;Lance Armstrong[n 1];USA;France;45.0524579;6.0295106;France;45.0892442;6.0694673
17;2004;22/07/2004;204.5;Le Bourg-d'Oisans;Le Grand-Bornand;Mountain stage;Lance Armstrong[n 1];USA;France;45.0524579;6.0295106;France;45.9421235;6.4272176
18;2004;23/07/2004;166.5;Annemasse;Lons-le-Saunier;Hilly stage;Juan Miguel Mercado;ESP;France;46.193253;6.234158;France;46.671361;5.550796
19;2004;24/07/2004;55;Besançon;Besançon;Individual time trial;Lance Armstrong[n 1];USA;France;47.237829;6.0240539;France;47.237829;6.0240539
20;2004;25/07/2004;163;Montereau-Fault-Yonne;Paris;Plain stage;Tom Boonen;BEL;France;48.3848415;2.9542353;France;48.8575475;2.3513765
P;2003;5/07/2003;6.5;Paris;Paris;Individual time trial;Bradley McGee;AUS;France;48.8575475;2.3513765;France;48.8575475;2.3513765
1;2003;6/07/2003;168;Saint-Denis;Meaux;Plain stage;Alessandro Petacchi;ITA;France;48.936181;2.357443;France;48.9562018;2.8884657
2;2003;7/07/2003;204.5;La Ferté-sous-Jouarre;Sedan;Plain stage;Baden Cooke;AUS;France;48.950507;3.130059;France;49.70349;4.93863
3;2003;8/07/2003;167.5;"	Charleville-Mézières";Saint-Dizier;Plain stage;Alessandro Petacchi;ITA;France;49.762085;4.726096;France;48.6372415;4.9471336
4;2003;9/07/2003;69;Joinville;Saint-Dizier;Team time trial;U.S. Postal Service;USA;France;48.4434759;5.137688;France;48.6372415;4.9471336
5;2003;10/07/2003;196.5;Troyes;Nevers;Plain stage;Alessandro Petacchi;ITA;France;48.2975056;4.0746921;France;46.990896;3.162845
6;2003;11/07/2003;230;Nevers;Lyon;Plain stage;Alessandro Petacchi;ITA;France;46.990896;3.162845;France;45.764043;4.835659
7;2003;12/07/2003;230.5;Lyon;Morzine;Stage with mountain(s);Richard Virenque;FRA;France;45.764043;4.835659;France;46.179192;6.708877
8;2003;13/07/2003;219;Sallanches;Alpe d'Huez;Stage with mountain(s);Iban Mayo;ESP;France;45.936661;6.6305569;France;45.0892442;6.0694673
9;2003;14/07/2003;184.5;Le Bourg-d'Oisans;Gap;Stage with mountain(s);Alexander Vinokourov;KAZ;France;45.0524579;6.0295106;France;44.559638;6.079758
10;2003;15/07/2003;219.5;Gap;Marseille;Plain stage;Jakob Piil;DEN;France;44.559638;6.079758;France;43.3025742;5.3690743
11;2003;17/07/2003;153.5;Narbonne;Toulouse;Plain stage;Juan Antonio Flecha;ESP;France;43.184277;3.003078;France;43.6048462;1.442848
12;2003;18/07/2003;47;Gaillac;Cap Découverte;Individual time trial;Jan Ullrich;GER;France;43.9018159;1.896506;France;44.0141491;2.1379023
13;2003;19/07/2003;197.5;Toulouse;Ax 3 Domaines;Stage with mountain(s);Carlos Sastre;ESP;France;43.6048462;1.442848;France;42.7203191;1.8396196
14;2003;20/07/2003;191.5;Saint-Girons;Loudenvielle;Stage with mountain(s);Gilberto Simoni;ITA;France;42.982876;1.146088;France;42.795702;0.412744
15;2003;21/07/2003;159.5;Bagnères-de-Bigorre;Luz Ardiden;Stage with mountain(s);Lance Armstrong[n 1];USA;France;43.065093;0.1491049;France;42.873542;-0.002869
16;2003;23/07/2003;197.5;Pau;Bayonne;Stage with mountain(s);Tyler Hamilton;USA;France;43.2951;-0.370797;France;43.4933798;-1.4757394
17;2003;24/07/2003;181;Dax;Bordeaux;Plain stage;Servais Knaven;NED;France;43.708608;-1.051945;France;44.8416106;-0.5810938
18;2003;25/07/2003;203.5;Bordeaux;Saint-Maixent-l'École;Plain stage;Pablo Lastras;ESP;France;44.8416106;-0.5810938;France;46.413165;-0.20341
19;2003;26/07/2003;49;Pornic;Nantes;Individual time trial;David Millar;GBR;France;47.115491;-2.104444;France;47.218371;-1.553621
20;2003;27/07/2003;152;Ville-d'Avray;Paris;Plain stage;Jean-Patrick Nazon;FRA;France;48.8270042;2.1886944;France;48.8575475;2.3513765
P;2002;6/07/2002;7;Luxembourg City;Luxembourg City;Individual time trial;Lance Armstrong[n 1];USA;Luxembourg;49.6123327;6.1258432;Luxembourg;49.6123327;6.1258432
1;2002;7/07/2002;192.5;Luxembourg City;Luxembourg City;Plain stage;Rubens Bertogliati;SUI;Luxembourg;49.6123327;6.1258432;Luxembourg;49.6123327;6.1258432
2;2002;8/07/2002;181;Luxembourg City;Saarbrücken;Plain stage;Óscar Freire;ESP;Luxembourg;49.6123327;6.1258432;Germany;49.2381697;6.997547
3;2002;9/07/2002;174.5;Metz;Reims;Plain stage;Robbie McEwen;AUS;France;49.1178601;6.1760223;France;49.258329;4.031696
4;2002;10/07/2002;67.5;Épernay;Château-Thierry;Team time trial;ONCE–Eroski;NA;France;49.043411;3.956242;France;49.0440354;3.3994673
5;2002;11/07/2002;195;Soissons;Rouen;Plain stage;Jaan Kirsipuu;EST;France;49.3770386;3.3286377;France;49.4435261;1.0984309
6;2002;12/07/2002;199.5;Forges-les-Eaux;Alençon;Plain stage;Erik Zabel;GER;France;49.6128418;1.545757;France;48.4311866;0.089822
7;2002;13/07/2002;176;Bagnoles-de-l'Orne;Avranches;Plain stage;Bradley McGee;AUS;France;48.558399;-0.415091;France;48.6841264;-1.3628499
8;2002;14/07/2002;217.5;Saint-Martin-de-Landelles;Plouay;Plain stage;Karsten Kroon;NED;France;48.546107;-1.172382;France;47.9152805;-3.3349824
9;2002;15/07/2002;52;Lanester;Lorient;Individual time trial;Santiago Botero;COL;France;47.763494;-3.347354;France;47.7482524;-3.3702449
10;2002;17/07/2002;147;Bazas;Pau;Plain stage;Patrice Halgand;FRA;France;44.4315811;-0.2134558;France;43.2951;-0.370797
11;2002;18/07/2002;158;Pau;La Mongie;Stage with mountain(s);Lance Armstrong[n 1];USA;France;43.2951;-0.370797;France;42.9090264;0.167349
12;2002;19/07/2002;199.5;Lannemezan;Plateau de Beille;Stage with mountain(s);Lance Armstrong[n 1];USA;France;43.125519;0.38396;France;42.709683;1.702387
13;2002;20/07/2002;171;Lavelanet;Béziers;Plain stage;David Millar;GBR;France;42.937653;1.851472;France;43.344233;3.215795
14;2002;21/07/2002;221;Lodève;Mont Ventoux;Stage with mountain(s);Richard Virenque;FRA;France;43.73366;3.313975;France;44.1740851;5.2786797
